FID,BETA,FLUX_BETA,PIVOT_BETA,REDSHIFT,A,SIGMA,FLUX_LA,EW_LA
1747_1081_30_4930,-1.5223297121514936,55253210062.342995,2000.0,7.838,525222654861.99646,10.0,6540668954075.008,111.67040894649347
1747_1081_30_4931,-1.5231176556589545,57476755271.26199,2000.0,7.838,390627974434.4199,10.0,4864543144369.393,79.80919459191243
1747_1081_30_4932,-1.5317008886534864,57975544547.12147,2000.0,7.838,423183461963.61816,10.0,5269961045893.37,85.35129629293488
1747_1081_30_4933,-1.4718020409957366,54543144989.746025,2000.0,7.838,395450091611.1778,10.0,4924593623568.96,87.34277768295794
1747_1081_30_4934,-1.511373403725075,55083056358.67594,2000.0,7.838,510685337445.13513,10.0,6359633768665.912,109.51058844688737
1747_817_1_4935,-2.9616043060819877,144225202276.71716,2000.0,7.556,8724385713.786366,10.0,108646139438.48822,0.3471584954413778
1747_817_1_4936,-2.9689438990540307,145933259008.619,2000.0,7.556,-42754597118.853806,10.0,-532429683028.6982,-1.6752369368216913
1747_817_1_4937,-2.9144097751358107,144989953918.7515,2000.0,7.556,106688254050.8178,10.0,1328605509467.2585,4.323281794560018
1747_817_1_4938,-2.994352848406092,144626992503.89432,2000.0,7.556,380848053.1612336,10.0,4742760355.407801,0.014868192053439089
1747_817_1_4939,-2.944821192425234,144904806398.0169,2000.0,7.556,84681278980.55016,10.0,1054549207907.208,3.3819427651609617
1747_817_1_4940,-2.9361290664770103,144403895705.73462,2000.0,7.556,20012063311.13741,10.0,249213353499.25473,0.8054773503611314
1747_817_1_4941,-2.9407384392767715,144940414814.38074,2000.0,7.556,66526478445.01114,10.0,828464638154.0359,2.6616388512006823
1747_817_1_4942,-2.912962309550356,145366816304.01077,2000.0,7.556,122157500877.67125,10.0,1521246458973.0664,4.940860227738215
1747_817_1_4943,-2.9308094284745234,145580525209.91846,2000.0,7.556,149639115083.20975,10.0,1863479297699.0671,5.990071759716383
1747_817_1_4944,-2.9065487063887065,143857688789.22247,2000.0,7.556,143774165264.45978,10.0,1790442160562.7842,5.894971947819087
1747_817_2_4945,-2.9830325151459447,143888281977.97458,2000.0,7.556,116871037376.08275,10.0,1455413302396.4993,4.6119441512609285
1747_817_2_4946,-2.971617497105081,142187641264.67456,2000.0,7.556,195525435323.30392,10.0,2434908818432.7114,7.852559551005394
1747_817_2_4947,-2.973731527121492,143137871990.90683,2000.0,7.556,134179640205.8873,10.0,1670960039808.7104,5.347428220767577
1747_817_2_4948,-2.971485364559578,143163943838.41876,2000.0,7.556,168336596759.94263,10.0,2096321960557.1345,6.714957610518853
1747_817_2_4949,-2.9683015080718724,142662975191.70322,2000.0,7.556,98505296955.57973,10.0,1226701865273.316,3.9494339785214514
1747_817_2_4950,-2.999556335668164,143538071668.2381,2000.0,7.556,35214673214.54682,10.0,438533831706.07214,1.3816169292200784
1747_817_2_4951,-2.9546285226683833,143687958051.85397,2000.0,7.556,178073915677.96176,10.0,2217582315570.141,7.137100168138667
1747_817_2_4952,-2.953149709973208,143220467040.24597,2000.0,7.556,221813801696.66074,10.0,2762281955328.356,8.925755169617908
1747_817_2_4953,-3.011819379618937,141985672339.2998,2000.0,7.556,62181205006.49143,10.0,774352268597.3165,2.451292633381671
1747_817_2_4954,-2.9798050433044714,143636928041.46823,2000.0,7.556,102858596586.66911,10.0,1280914186261.0808,4.072627074818473
1747_817_3_4955,-3.025032196353722,141921004986.86453,2000.0,7.556,72543193163.25818,10.0,903391727313.7114,2.842331423977788
1747_817_3_4956,-3.0285225493183563,142763732454.27145,2000.0,7.556,130343894688.49074,10.0,1623192901123.5093,5.068076024885365
1747_817_3_4957,-2.9989834308978507,142343519937.57065,2000.0,7.556,190800547523.6391,10.0,2376069051880.1606,7.55086724299925
1747_817_3_4958,-2.9863630292535266,144648014946.12796,2000.0,7.556,145407501683.77225,10.0,1810782354380.9192,5.698453919827953
1747_817_3_4959,-2.9845753274084244,144624746882.69037,2000.0,7.556,-12930820342.394243,10.0,-161029527586.54318,-0.5072856393627936
1747_817_3_4960,-2.9656831510984025,143642628938.50327,2000.0,7.556,172395560042.9182,10.0,2146868864979.4153,6.873773518174687
1747_817_3_4961,-3.004757460089723,143271233851.95474,2000.0,7.556,137220490811.22598,10.0,1708828227864.309,5.379809323584441
1747_817_3_4962,-3.001118117711398,142200350620.55557,2000.0,7.556,168180731511.0209,10.0,2094380946241.2266,6.655322360834957
1747_817_3_4963,-2.998365950042574,141946429133.15677,2000.0,7.556,192999823407.07712,10.0,2403456978335.33,7.661623772309168
1747_817_3_4964,-2.982389176157306,143900307243.2839,2000.0,7.556,144196348527.2216,10.0,1795699674746.5198,5.69159725958759
1747_817_4_4965,-2.948855553667698,144296481022.3428,2000.0,7.556,154747159915.98477,10.0,1927090578695.362,6.19379156483458
1747_817_4_4966,-3.010901889355566,142943126100.10013,2000.0,7.556,99615876695.87695,10.0,1240532088429.4546,3.9025110456686845
1747_817_4_4967,-2.951213944388076,143923880370.89322,2000.0,7.556,90697439632.19952,10.0,1129469397188.909,3.6353150860490753
1747_817_4_4968,-2.9885076972826856,144329553748.88574,2000.0,7.556,39121185156.67213,10.0,487182235743.4568,1.5348851671502999
1747_817_4_4969,-3.024454962246068,143937207684.40463,2000.0,7.556,35054338912.48459,10.0,436537163572.62415,1.3546222275836477
1747_817_4_4970,-2.960906313672181,145339807201.0956,2000.0,7.556,108948620806.13948,10.0,1356754210102.162,4.303503087205305
1747_817_4_4971,-2.919081029569186,143795520356.09418,2000.0,7.556,184489807021.98376,10.0,2297480413665.8384,7.520595101487599
1747_817_4_4972,-2.9830801449817104,143410436481.37646,2000.0,7.556,9760694436.410482,10.0,121551453998.52928,0.3864490397524388
1747_817_4_4973,-2.9767579115637246,143374395476.1137,2000.0,7.556,36362303336.77145,10.0,452825449061.5493,1.4445698794157122
1747_817_4_4974,-2.9632338530551547,143910340266.47324,2000.0,7.556,144589819959.28802,10.0,1800599636013.2256,5.761394315085974
1747_817_5_4975,-3.002138330513406,143718501392.11398,2000.0,7.556,188210961862.50116,10.0,2343820536734.469,7.3655511653762815
1747_817_5_4976,-2.9689735057898115,144560714437.51764,2000.0,7.556,122045579164.3443,10.0,1519852680376.9302,4.827397603849969
1747_817_5_4977,-2.9706312555479175,143705834100.84854,2000.0,7.556,249473732452.39658,10.0,3106735397935.5356,9.918212748406177
1747_817_5_4978,-2.9547505284703686,142773131502.30585,2000.0,7.556,278794633401.37164,10.0,3471873162068.3755,11.244843368829713
1747_817_5_4979,-2.9630994864600226,145000388705.66736,2000.0,7.556,183768165901.77298,10.0,2288493703960.068,7.267951817717027
1747_817_5_4980,-2.9803327708011063,143568845447.81412,2000.0,7.556,232384319616.66788,10.0,2893918267792.092,9.203069601025874
1747_817_5_4981,-2.96543655214092,144479158156.62305,2000.0,7.556,228479698180.33765,10.0,2845293406518.9727,9.058331314644535
1747_817_5_4982,-3.00421479452687,144497685887.99957,2000.0,7.556,153234311015.58737,10.0,1908250834789.7014,5.958258428859152
1747_817_5_4983,-2.967546976670122,142851213815.71265,2000.0,7.556,252835548092.2001,10.0,3148600613751.408,10.127536942255286
1747_817_5_4984,-2.9726567576825005,144378972837.93454,2000.0,7.556,182990993007.3011,10.0,2278815448386.4775,7.233874426515586
1747_817_6_4985,-2.962985783340908,144575883967.85788,2000.0,7.556,156593000562.053,10.0,1950077120876.442,6.211721709234636
1747_817_6_4986,-2.9772311415699972,142490380376.40555,2000.0,7.556,297296521049.4692,10.0,3702280061904.77,11.881212574805513
1747_817_6_4987,-2.942811455638507,141511026884.65024,2000.0,7.556,252804472717.48935,10.0,3148213627251.1904,10.348811968212445
1747_817_6_4988,-2.9646081243485756,143268008390.06003,2000.0,7.556,354126306403.47766,10.0,4409990264821.89,14.164257428400205
1747_817_6_4989,-2.934375666105217,144058216328.12408,2000.0,7.556,306680242640.7267,10.0,3819137014119.146,12.38417624622507
1747_817_6_4990,-2.9757011941315823,143432780397.08237,2000.0,7.556,211555960296.29218,10.0,2634539452453.7715,8.405509017407585
1747_817_6_4991,-2.9597558299891964,144598163767.94385,2000.0,7.556,324345101152.33185,10.0,4039120259240.9487,12.88481521217479
1747_817_6_4992,-2.931880712838517,143307596931.23404,2000.0,7.556,339522036327.5061,10.0,4228121006042.5537,13.799310240758858
1747_817_6_4993,-2.954711794827882,144397892765.58255,2000.0,7.556,136374028574.33334,10.0,1698287101275.4734,5.438694599941766
1747_817_6_4994,-2.966440230504296,142795839058.051,2000.0,7.556,263315296289.24197,10.0,3279106556662.3057,10.557215488670781
1747_817_7_4995,-3.0035453590715764,142734393846.55197,2000.0,7.556,303757756545.8956,10.0,3782742837820.371,11.96100417161404
1747_817_7_4996,-3.0269067023945944,141013361336.99414,2000.0,7.556,422187195160.0873,10.0,5257563154506.615,16.632761588519735
1747_817_7_4997,-2.9730410339326903,140907060721.28485,2000.0,7.556,381588644221.9295,10.0,4751983051685.445,15.453427804806333
1747_817_7_4998,-3.044481472158199,141919087112.78354,2000.0,7.556,269606429281.92264,10.0,3357451019501.5376,10.461896009641016
1747_817_7_4999,-2.9662181720841,143168000862.94943,2000.0,7.556,430647677408.98224,10.0,5362922862832.872,17.223166306040472
1747_817_7_5000,-2.9702141548771968,143573039961.38837,2000.0,7.556,311334369813.22705,10.0,3877095587517.488,12.39159808862169
1747_817_7_5001,-3.007344279586878,142338668476.60696,2000.0,7.556,392206847665.8296,10.0,4884213199434.327,15.457529075261089
1747_817_7_5002,-2.9769962590480987,142762820821.94162,2000.0,7.556,349222600760.73596,10.0,4348923651709.55,13.931390782413029
1747_817_7_5003,-3.0191823234894475,141339605727.3834,2000.0,7.556,316975550791.21985,10.0,3947346096291.332,12.506938333654922
1747_817_7_5004,-2.9990403891115207,141772163929.40555,2000.0,7.556,467603888099.5086,10.0,5823144333034.067,18.57931737771439
1747_817_8_5005,-2.9453277446983526,143106926691.5837,2000.0,7.556,342847615688.5079,10.0,4269534965812.6045,13.860938184410415
1747_817_8_5006,-2.9097612918701845,142593390665.63528,2000.0,7.556,421700301969.2408,10.0,5251499797470.397,17.41582704012651
1747_817_8_5007,-2.9208030023669087,142933613975.73102,2000.0,7.556,355108500102.0759,10.0,4422221676526.3125,14.550559333899217
1747_817_8_5008,-2.9294197545220713,142752252984.67212,2000.0,7.556,436220991399.9233,10.0,5432328213405.28,17.82026397910446
1747_817_8_5009,-2.9414528450614075,143196671959.98145,2000.0,7.556,479806473159.1374,10.0,5975105032777.485,19.423292794799437
1747_817_8_5010,-2.9388384162765653,143983945469.21347,2000.0,7.556,347470955705.57245,10.0,4327110141950.4253,14.007454065989798
1747_817_8_5011,-2.9580995171694937,142141652581.45346,2000.0,7.556,403021253342.02875,10.0,5018886684260.203,16.300398332493906
1747_817_8_5012,-2.9111495890798897,142825160943.1623,2000.0,7.556,523558772660.197,10.0,6519959259572.509,21.572487920475943
1747_817_8_5013,-2.956009598561234,142933412674.53677,2000.0,7.556,408527519055.4066,10.0,5087457072148.45,16.44867430836602
1747_817_8_5014,-2.946364134674902,141650674638.75488,2000.0,7.556,387233517479.5806,10.0,4822279540995.198,15.808200453619111
1747_817_9_5015,-2.9674723932826854,142571817023.76163,2000.0,7.556,400917493384.2478,10.0,4992688232562.109,16.091149830391313
1747_817_9_5016,-2.9928505987531233,142128216877.85782,2000.0,7.556,506734216244.06805,10.0,6310440427835.282,20.14560888305846
1747_817_9_5017,-3.0227139629838162,140683216906.3756,2000.0,7.556,354781170539.2844,10.0,4418145390299.628,14.039254965788265
1747_817_9_5018,-3.025883276234517,141452354118.68063,2000.0,7.556,306956817390.3272,10.0,3822581242721.141,12.06168208699389
1747_817_9_5019,-3.0022784969247667,143064953951.96814,2000.0,7.556,384459658127.67535,10.0,4787736236765.352,15.113332490916346
1747_817_9_5020,-2.940466967497109,144216184511.46133,2000.0,7.556,332097054309.09393,10.0,4135656543997.2866,13.355304395398711
1747_817_9_5021,-3.0022389320409224,141784741819.84543,2000.0,7.556,409891415485.94965,10.0,5104441887656.811,16.2588789822248
1747_817_9_5022,-2.993919773076632,143290055312.56046,2000.0,7.556,368228124379.0061,10.0,4585602409031.01,14.512769192910154
1747_817_9_5023,-3.00510412667166,141789890512.98367,2000.0,7.556,340775349295.6723,10.0,4243728708403.108,13.497548343255708
1747_817_9_5024,-2.9511350101312,141835262463.06302,2000.0,7.556,395113831970.1563,10.0,4920414329512.091,16.070706478430242
1747_817_10_5025,-2.9693433091135355,142580924258.36517,2000.0,7.556,339986567249.87524,10.0,4233905882252.8594,13.632066837308884
1747_817_10_5026,-2.9656631689727226,142938853971.37128,2000.0,7.556,453818783123.83356,10.0,5651476265333.355,18.183981342233274
1747_817_10_5027,-2.9455578000875,141843151180.13425,2000.0,7.556,412235747310.807,10.0,5133636218431.419,16.812786644276166
1747_817_10_5028,-2.95673757360576,141788342437.68997,2000.0,7.556,385459792554.9417,10.0,4800191067169.091,15.63956104901883
1747_817_10_5029,-2.958212681887931,142732256028.43094,2000.0,7.556,359467293944.49713,10.0,4476502417786.866,14.47786160395168
1747_817_10_5030,-2.9671184892186058,142897614632.77347,2000.0,7.556,417618227126.49084,10.0,5200665081180.522,16.72617808647835
1747_817_10_5031,-2.98675435762903,143643709711.86755,2000.0,7.556,351320381602.97504,10.0,4375047644546.9053,13.861647708084142
1747_817_10_5032,-2.980690541550603,141799514428.56982,2000.0,7.556,438541606456.342,10.0,5461227195554.168,17.581050629908795
1747_817_10_5033,-2.950889100010506,142877234099.5113,2000.0,7.556,406959188656.1629,10.0,5067926408462.572,16.43379738680859
1747_817_10_5034,-2.972569807062321,142423517644.29297,2000.0,7.556,422252929579.61053,10.0,5258381755511.169,16.922127249048575
1747_817_11_5035,-3.01564905758469,141710065407.84958,2000.0,7.556,327132837034.03046,10.0,4073836370066.046,12.896630042642318
1747_817_11_5036,-3.0255216211989477,142889579388.7837,2000.0,7.556,331087879007.5936,10.0,4123089126173.0806,12.881358456313047
1747_817_11_5037,-3.0083307136889967,143089074326.4064,2000.0,7.556,449743817316.9566,10.0,5600730078978.779,17.623546882597992
1747_817_11_5038,-2.938441793723325,141599612995.10437,2000.0,7.556,442853329893.7485,10.0,5514921761701.147,18.156759599091185
1747_817_11_5039,-3.0009551908150147,142503921807.583,2000.0,7.556,441606740418.05493,10.0,5499397788043.641,17.43964411849392
1747_817_11_5040,-2.9894817224203356,142870959840.1532,2000.0,7.556,357791463810.9769,10.0,4455633043101.386,14.174072196994022
1747_817_11_5041,-3.0012353019355285,143492745803.24765,2000.0,7.556,343002870729.8353,10.0,4271468381117.9297,13.450424981416084
1747_817_11_5042,-3.0124010995288444,142235423736.60843,2000.0,7.556,350192119045.5809,10.0,4360997214504.5747,13.776960475541893
1747_817_11_5043,-2.9941180424977514,143654939598.5282,2000.0,7.556,368190721569.98157,10.0,4585136626001.925,14.473008093355077
1747_817_11_5044,-3.0217350361322035,143181027428.44553,2000.0,7.556,340224312827.48395,10.0,4236866565104.7124,13.23479583333354
1747_817_12_5045,-2.94343640759529,144865028329.90536,2000.0,7.556,495086185103.03735,10.0,6165385674750.203,19.79147667221989
1747_817_12_5046,-2.9632355468627916,142034057068.79214,2000.0,7.556,544961370377.44836,10.0,6786489155455.0205,22.001624213844533
1747_817_12_5047,-2.925953731295207,144477138488.21497,2000.0,7.556,566687302636.0865,10.0,7057045586938.004,22.913110569883855
1747_817_12_5048,-2.952884583396205,144830576169.14987,2000.0,7.556,430510253101.03076,10.0,5361211496438.29,17.133340115972356
1747_817_12_5049,-2.9600436966235026,143383797250.10928,2000.0,7.556,499718813741.75616,10.0,6223076523545.854,20.016909802886687
1747_817_12_5050,-2.9773450403375668,144037320459.96106,2000.0,7.556,421985451734.14246,10.0,5255050812078.728,16.68223795500894
1747_817_12_5051,-2.939773401849822,145239471765.9862,2000.0,7.556,386158447210.14105,10.0,4808891522831.911,15.425297780626986
1747_817_12_5052,-2.963832961828289,144610561426.81277,2000.0,7.556,583010778542.334,10.0,7260324384736.74,23.11154410499315
1747_817_12_5053,-2.9676788077137544,144088945843.71017,2000.0,7.556,497052630113.46313,10.0,6189874121938.322,19.737532321610416
1747_817_12_5054,-2.9934966259751077,142060405013.98483,2000.0,7.556,378956957110.2411,10.0,4719210240593.065,15.068071710135886
1747_817_13_5055,-2.994373870830945,142551213889.93567,2000.0,7.556,611203490923.9939,10.0,7611412640237.271,24.208402971566024
1747_817_13_5056,-2.9662682041488146,143595829305.61868,2000.0,7.556,686981130421.4047,10.0,8555083433488.125,27.39233249793228
1747_817_13_5057,-2.9786330607444578,143156280355.35165,2000.0,7.556,617961904466.6815,10.0,7695576220829.713,24.564321304361588
1747_817_13_5058,-2.95184290584914,143101002736.20728,2000.0,7.556,586651679378.5051,10.0,7305665092140.731,23.6418570621582
1747_817_13_5059,-2.9768886872365594,142725803188.62692,2000.0,7.556,583021738656.0834,10.0,7260460872746.983,23.265519587465764
1747_817_13_5060,-2.9749647237826085,144479505890.80457,2000.0,7.556,613341860369.9586,10.0,7638042089303.258,24.201523746409293
1747_817_13_5061,-2.9865834991669264,142327616598.22568,2000.0,7.556,635707621610.2689,10.0,7916566411138.644,25.31647846616867
1747_817_13_5062,-3.0000291606522045,142889760597.5531,2000.0,7.556,693174805618.7384,10.0,8632214239163.401,27.313072337190242
1747_817_13_5063,-2.971029793761965,143835772117.13928,2000.0,7.556,626797969818.9272,10.0,7805613124268.16,24.891870119551218
1747_817_13_5064,-2.987307546156846,143362876523.99435,2000.0,7.556,588187678660.8795,10.0,7324793131372.945,23.246510637269505
1747_817_14_5065,-2.9868610955682864,145654848166.80658,2000.0,7.556,567932116767.7285,10.0,7072547451958.443,22.0976727388165
1747_817_14_5066,-3.001208992351822,144072943330.3023,2000.0,7.556,615359716920.3625,10.0,7663170772437.431,24.033693510426154
1747_817_14_5067,-3.017213999280007,144744909660.608,2000.0,7.556,498323570796.9423,10.0,6205701344993.939,19.218641400750982
1747_817_14_5068,-2.9728230560532554,144961963484.94904,2000.0,7.556,500254209960.0509,10.0,6229743896366.816,19.694544681785725
1747_817_14_5069,-3.0203139425381287,143241184568.78342,2000.0,7.556,478296463149.7518,10.0,5956300642025.482,18.611175136589374
1747_817_14_5070,-2.9998742132083063,145062608836.24817,2000.0,7.556,595647363227.5907,10.0,7417689749678.27,23.120441590458512
1747_817_14_5071,-2.9840198566768286,141822815396.75012,2000.0,7.556,632334181024.8971,10.0,7874556428057.933,25.304031425435923
1747_817_14_5072,-3.0277550676484806,144214717051.8801,2000.0,7.556,543882631576.8139,10.0,6773055452499.15,20.94265857902996
1747_817_14_5073,-3.0322307026227473,143738079099.02347,2000.0,7.556,492652873009.5465,10.0,6135083258777.351,18.99057104694141
1747_817_14_5074,-2.9814729281543113,144656517832.32663,2000.0,7.556,623843915913.7399,10.0,7768825829091.075,24.506291571852508
1747_817_15_5075,-3.020442192761413,141396884176.57346,2000.0,7.556,685733337387.7471,10.0,8539544471735.102,27.029140416579793
1747_817_15_5076,-3.0135983323808984,142633739044.23053,2000.0,7.556,688076849690.0974,10.0,8568728596867.789,26.978060477983448
1747_817_15_5077,-3.046165472422201,141416190996.57535,2000.0,7.556,619666333578.9954,10.0,7716801743069.845,24.111029274761705
1747_817_15_5078,-3.0045984352574053,142854902422.67453,2000.0,7.556,654801661416.5444,10.0,8154347474389.724,25.74873582098577
1747_817_15_5079,-2.96889017193338,143792030690.96857,2000.0,7.556,735209064037.781,10.0,9155673431731.21,29.23717123202473
1747_817_15_5080,-2.9878412716242013,143384063332.29224,2000.0,7.556,659632781003.7065,10.0,8214510162002.377,26.059407882209655
1747_817_15_5081,-3.042101958951609,141496001950.3749,2000.0,7.556,575901024372.099,10.0,7171785504373.84,22.440831893089715
1747_817_15_5082,-3.0194443085085076,141643677123.1201,2000.0,7.556,655204727795.3066,10.0,8159366923027.897,25.79362153325683
1747_817_15_5083,-3.0295125934139127,141748103557.40207,2000.0,7.556,610709014921.482,10.0,7605254853261.737,23.90415557483435
1747_817_15_5084,-3.0231140551582243,141732126304.82736,2000.0,7.556,641754261991.9598,10.0,7991866169264.361,25.202276529177745
1747_817_16_5085,-3.0154701475582613,143483290831.24255,2000.0,7.556,663254459871.865,10.0,8259611495233.16,25.826783382045043
1747_817_16_5086,-2.9821474392695237,143502536509.96097,2000.0,7.556,791170390271.4653,10.0,9852568577430.688,31.318742561929373
1747_817_16_5087,-3.0146530563315372,143829433067.44107,2000.0,7.556,703162893672.538,10.0,8756597461434.536,27.326011849685784
1747_817_16_5088,-2.992118070639834,144295639037.96362,2000.0,7.556,686241612607.6244,10.0,8545874102522.133,26.882066331006726
1747_817_16_5089,-2.9949003423496627,144373973445.04623,2000.0,7.556,776141059990.9027,10.0,9665405977461.18,30.345143241146047
1747_817_16_5090,-3.025431603088119,142420076137.03247,2000.0,7.556,815837587643.762,10.0,10159753043270.191,31.847173600545993
1747_817_16_5091,-2.9841083819014766,143500590864.29727,2000.0,7.556,795845359044.3297,10.0,9910786694537.158,31.473498988643943
1747_817_16_5092,-3.0088156476898633,144679564036.1693,2000.0,7.556,628736750051.5592,10.0,7829757057652.75,24.360793539056946
1747_817_16_5093,-2.9822033117861344,144814114346.29596,2000.0,7.556,767803424354.0778,10.0,9561576097203.324,30.117640499958668
1747_817_16_5094,-2.99628664160793,145692347674.22366,2000.0,7.556,811991652924.8209,10.0,10111859016864.973,31.437834903891947
1747_817_17_5095,-2.983710677013483,142640776608.47983,2000.0,7.556,792901598365.7665,10.0,9874127582520.67,31.55234104698364
1747_817_17_5096,-2.9896096878072695,142309354544.69022,2000.0,7.556,699719871197.6869,10.0,8713720964204.319,27.82734216160889
1747_817_17_5097,-2.9442968480860805,142559661679.03394,2000.0,7.556,784112052051.2753,10.0,9764669987933.096,31.83878174744934
1747_817_17_5098,-2.9864801123067424,142043942350.79163,2000.0,7.556,805331957664.6809,10.0,10028924790480.688,32.13731692190683
1747_817_17_5099,-2.9993108267286708,142650010381.44278,2000.0,7.556,783853354100.2188,10.0,9761448381898.586,30.949039048270304
1747_817_17_5100,-2.9694265322655085,143732249782.5187,2000.0,7.556,727796523803.4219,10.0,9063363909168.152,28.94670527292604
1747_817_17_5101,-2.9823909226044654,142510064164.60355,2000.0,7.556,749715134629.4175,10.0,9336319796977.654,29.880783776863673
1747_817_17_5102,-2.954919988164557,142642932420.19153,2000.0,7.556,849728081269.5111,10.0,10581796659508.283,34.301141336550046
1747_817_17_5103,-2.95166722022958,143408337098.88892,2000.0,7.556,774020522090.4012,10.0,9638998587418.99,31.128629089054186
1747_817_17_5104,-2.975780952411624,140617199684.41843,2000.0,7.556,840135956655.423,10.0,10462344431864.709,34.047173069300484
1747_817_18_5105,-2.982531907801,143121829332.8478,2000.0,7.556,832405497850.7029,10.0,10366075819635.205,33.032377344147065
1747_817_18_5106,-2.990209060003636,142156067131.93167,2000.0,7.556,843425015187.6559,10.0,10503303592043.703,33.56854350928582
1747_817_18_5107,-2.969028078683622,144516885742.55276,2000.0,7.556,786991298913.2288,10.0,9800525699303.963,31.137292388768298
1747_817_18_5108,-2.914408786230676,144664333865.68228,2000.0,7.556,816665535622.8997,10.0,10170063608912.316,33.16788800124836
1747_817_18_5109,-2.9443676184491525,143033169121.3842,2000.0,7.556,895803022573.9955,10.0,11155575107849.562,36.252289090283206
1747_817_18_5110,-2.9860393477956464,143077718967.68365,2000.0,7.556,752651861471.1063,10.0,9372891315523.732,29.824611785101197
1747_817_18_5111,-2.982405816084545,144035179563.1369,2000.0,7.556,814769904758.0696,10.0,10146457021351.799,32.129533799665936
1747_817_18_5112,-2.9685050405654727,143673309235.13193,2000.0,7.556,869289901749.6095,10.0,10825403068632.652,34.60438205399723
1747_817_18_5113,-2.9542173897526567,142680176726.2985,2000.0,7.556,972550773525.5997,10.0,12111326850726.086,39.26262795714338
1747_817_18_5114,-2.9622770287857065,143369546143.42877,2000.0,7.556,921569212393.8318,10.0,11476445498476.705,36.87735293812043
1747_817_19_5115,-2.934276553561203,141625887603.30865,2000.0,7.556,897047874058.2637,10.0,11171077438028.1,36.84798621373352
1747_817_19_5116,-2.943323132591634,143035093862.5665,2000.0,7.556,936931391928.0074,10.0,11667753122245.758,37.935919496448776
1747_817_19_5117,-2.9618127785900445,140225424354.79172,2000.0,7.556,870540075264.6599,10.0,10840971674892.672,35.624685771476706
1747_817_19_5118,-2.954766790086441,144316214931.983,2000.0,7.556,888977231656.8456,10.0,11070572466277.816,35.47214731276507
1747_817_19_5119,-2.9384810581297236,141622168531.98358,2000.0,7.556,1023143887389.1671,10.0,12741370808406.965,41.94087458155125
1747_817_19_5120,-2.9454800419200344,142710033028.03113,2000.0,7.556,868628764934.5465,10.0,10817169828499.338,35.21266789900445
1747_817_19_5121,-2.959917250952887,144427227553.60913,2000.0,7.556,843373305270.243,10.0,10502659640356.8,33.540498701711854
1747_817_19_5122,-2.9301484297771783,142191244390.8361,2000.0,7.556,862547086915.0443,10.0,10741433741191.473,35.362503521741345
1747_817_19_5123,-2.9713819155461105,143077123948.68604,2000.0,7.556,877993933514.375,10.0,10933795737161.441,35.04629073776282
1747_817_19_5124,-2.9137779045175884,142632213004.17783,2000.0,7.556,893144003207.4518,10.0,11122461923913.8,36.8023277455612
1747_817_20_5125,-2.962709745301811,142242957846.84885,2000.0,7.556,895486138584.0135,10.0,11151628901974.348,36.109648226879756
1747_817_20_5126,-2.9839320834650622,141980612887.85226,2000.0,7.556,987227966677.4796,10.0,12294104231971.957,39.46358514666685
1747_817_20_5127,-2.962276872909403,144132511548.20358,2000.0,7.556,960255349135.864,10.0,11958210008288.494,38.222008707460674
1747_817_20_5128,-2.997822781649984,142334821809.86395,2000.0,7.556,902469347589.2559,10.0,11238591895610.99,35.73773966951936
1747_817_20_5129,-2.981422740165286,143943560221.85104,2000.0,7.556,914921965382.4159,10.0,11393666292080.188,36.11954915711613
1747_817_20_5130,-2.9383387733835256,142482142398.9114,2000.0,7.556,971874435626.4777,10.0,12102904309116.145,39.601577327031215
1747_817_20_5131,-2.9396232177785704,143195908406.14563,2000.0,7.556,990125269539.3302,10.0,12330184797532.777,40.118498898305084
1747_817_20_5132,-2.9868982776326676,145009873790.7982,2000.0,7.556,906755030883.0562,10.0,11291962179778.01,35.43720134359104
1747_817_20_5133,-2.965881076816526,143720588955.66196,2000.0,7.556,979182724960.7737,10.0,12193915578920.049,39.01705282292783
1747_817_20_5134,-3.0043425130970753,143696949570.41455,2000.0,7.556,970157595063.6443,10.0,12081524225142.04,37.9307423028746
1747_817_21_5135,-2.9663387469113687,142685844003.6119,2000.0,7.556,975247838928.2233,10.0,12144913827898.03,39.13315773249492
1747_817_21_5136,-2.963156118816838,141453983616.1026,2000.0,7.556,843581329573.4686,10.0,10505250199531.543,34.19876801235206
1747_817_21_5137,-2.965993670934717,144373465883.69757,2000.0,7.556,926181993277.206,10.0,11533889180071.656,36.7362076671662
1747_817_21_5138,-2.9977865414996665,143931611020.6371,2000.0,7.556,843113932995.779,10.0,10499429636867.459,33.01746269127782
1747_817_21_5139,-2.9303301396461743,144606720391.75488,2000.0,7.556,932365710173.7947,10.0,11610895973470.676,37.58301237503612
1747_817_21_5140,-2.9906081805118863,143507111036.70538,2000.0,7.556,846860497115.1821,10.0,10546086185659.045,33.38132780276356
1747_817_21_5141,-3.0072941347455417,141581709659.1987,2000.0,7.556,809345708173.2832,10.0,10078908653154.227,32.06901000469333
1747_817_21_5142,-2.9842530286535887,144289502098.88638,2000.0,7.556,778306058934.0282,10.0,9692367047819.098,30.609373510134454
1747_817_21_5143,-2.98527152866139,141478762830.75732,2000.0,7.556,842830351701.6757,10.0,10495898154671.227,33.78839307227311
1747_817_21_5144,-2.9710740503915014,144269207712.6922,2000.0,7.556,854917061621.0085,10.0,10646415843174.305,33.84835958705565
